CODE COULEUR : ,Surligné en vert : questions à Nathalie,"Surligné en bleu: modifications apportées, à valider ensemble",Surligné en jaune : pour Léa,Surligné en rose : pour Louise,Souligné : apports et corrections validés (Ctrl + u),,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
uuid,mots-clefs,,,,,,,
9a1b86b5-ad9a-4a9c-a97e-97c492356c49,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air champêtre,,
75f3bbbe-734d-4495-b741-e449eec8978f,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air d'opéra,,
c57b6764-a46a-4a85-a9c0-ef88cc4f8fd3,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air de ballet,,
971db513-c78b-4ef7-a96e-365a4d83ba29,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air de cour,,
7dc25133-a5ac-49b1-bad3-32a22675cfcb,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air en dialogue,,
2538f72b-09aa-47ff-b395-23c9073cb35e,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air espagnol,,
fb3fd3ad-0c2e-4a7d-a4a0-c8947091d7fa,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air français,,
d3a70f28-c869-4474-8dce-7b36da211d43,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air galant,,
9649ccc0-c16f-4f18-a869-8ec1eaa9a19b,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air italien,,
654f13d4-0b34-4e2d-8aee-3d720d60c53f,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air spirituel,,
0dca590a-43fc-4b73-b757-f539a7f75744,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air sérieux,,
6bf13261-e8bf-45bc-b178-f611d16184eb,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air tendre,,
d50e4faa-e6ae-4740-8c53-5af63a3a2c90,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air à boire EP air bachique EP air de vendanges,,
5b2a1a5b-7b5a-4da3-97c4-6c2891aba49c,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air de table,,
f3e9a436-b364-4fb1-b8d7-30f5a42aef7a,Arts,Musique,Genres musicaux,Genres de musique vocale,air [attention ; supprimer air nouveau],air à danser EP air de danse,,
bd5f7ecf-44c7-4d6c-b3c8-a629cf115b49,Arts,Musique,Genres musicaux,Genres de musique vocale,chanson,,,
68d4eaff-cb31-4218-942a-0b6747e660e2,Arts,Musique,Genres musicaux,Genres de musique vocale,chanson,chanson espagnole,,
ba9a616a-cfbd-450b-a050-6340e4a75e62,Arts,Musique,Genres musicaux,Genres de musique vocale,chanson,chanson languedocienne,,
5cdb6b20-498b-41cd-9a95-7f16834d99dd,Arts,Musique,Genres musicaux,Genres de musique vocale,chanson,chanson provençale,,
5148a517-65d6-4f1e-aff7-75d9b18b4b3d,Arts,Musique,Genres musicaux,Genres de musique vocale,chanson,chanson à boire,,
9044bce2-3d8f-4b94-ab7a-c33fcc66e131,Arts,Musique,Genres musicaux,Genres de musique vocale,chanson,chansonnette,,
2f97432e-eed5-42c8-9bf1-da4ae9dd214f,Arts,Musique,Genres musicaux,Genres de musique vocale,chanson,chanson de caractère,,
15874950-15e9-4f79-88b8-5fbc8d401195,Arts,Musique,Genres musicaux,Genres de musique vocale,leçon de ténèbres,,,
60b55980-f4e6-4b6d-ba1a-9bfeb529ad14,Arts,Musique,Genres musicaux,Genres de musique vocale,messe en musique,,,
1eefacd1-2d97-4b92-8960-f3ed23934987,Arts,Musique,Genres musicaux,Genres de musique vocale,messe en musique,messe chantée en langue étrangère,,
0f141b45-23c4-423e-b070-3b1a5fcbc804,Arts,Musique,Genres musicaux,Genres de musique vocale,motet,,,
55e3c838-a6f7-4777-a4be-cb1fc3dca7c4,Arts,Musique,Genres musicaux,Genres de musique vocale,oraison en musique,,,
67b06d14-0fc4-4587-b9f2-9a7ce38c618a,Arts,Musique,Genres musicaux,Genres de musique vocale,oratorio,,,
f0c2b9b8-3e41-4bdc-b2b1-389887129dea,Arts,Musique,Genres musicaux,Genres de musique vocale,plain-chant,,,
9754d8b4-6b02-45f9-8955-b056077302d5,Arts,Musique,Genres musicaux,Genres de musique vocale,plainte vocale,,,
9d32f337-2045-43e6-a79f-fccada2d9855,Arts,Musique,Genres musicaux,Genres de musique vocale,récit,,,
5e9749ee-6d05-4b06-8453-0cdd3938b6db,Arts,Musique,Genres musicaux,Genres de musique vocale,récit,récit de basse,,
9442ab68-afba-4ea8-87fd-20a2388ecbc6,Arts,Musique,Genres musicaux,Genres de musique vocale,récitatif,,,
575ebf10-101e-49fa-8a6e-e7f71e40ae6d,Arts,Musique,Genres musicaux,Genres de musique vocale,récitatif,récitatif italien,,
1bcdf280-8a0c-4cb1-ae6c-2a9ebe0b7b1f,Arts,Musique,Genres musicaux,Genres de musique vocale,romance,,,
cfa5d279-87db-4a37-9b29-cfb7c788ad7f,Arts,Musique,Genres musicaux,Genres de musique vocale,salut,,,
7968aff7-b86a-4a39-87f0-124ee680a802,Arts,Musique,Genres musicaux,Genres de musique vocale,salut,salut en musique,,
7dbab31e-a8bc-4504-a1c2-da82d60290fd,Arts,Musique,Genres musicaux,Genres de musique vocale,salut,salut en musique,salut en plain-chant,
bee1d9ca-9afd-438c-be2e-58ea3fa32229,Arts,Musique,Genres musicaux,Genres de musique vocale,salut,,,
6b19309d-41f9-483a-a240-dbbeccde874b,Arts,Musique,Genres musicaux,Genres de musique vocale,salut,,,
2f306d71-c613-4c27-a694-9fb7965d7f1f,Arts,Musique,Genres musicaux,Genres de musique vocale,salut,,,
5bd1ce4c-d26e-4d38-a9fb-45abf3821f65,Arts,Musique,Genres musicaux,Genres de musique vocale,salut,,,
f5d991bb-1b46-432b-bc0e-a47fe3ea5dd4,Arts,Musique,Genres musicaux,Genres de musique vocale,salut,,,
197e798a-6ead-4fb7-9c6e-f768943b80ad,Arts,Musique,Genres musicaux,Genres de musique vocale,salut,,,
deb41387-b488-4667-8ab8-1c4a910002b1,Arts,Musique,Procédé de composition musicale,Genres de musique vocale,salut,,,
2d8b41d2-f5f3-4dd2-a6fd-002ea722b02b,Arts,Musique,Procédé de composition musicale,musique dialoguée,salut,,,
20bf21c9-d4c6-4abf-9bed-cab5954047ed,Arts,Musique,Procédé de composition musicale,musique polychorale EP polychoralité,salut,,,
1eedd5fb-c1de-4288-aba0-5c5fc67f9104,Arts,Musique,Procédé de composition musicale,,musique à deux choeurs,,,
74b5c36f-2da4-4eaf-bcdf-2cd6401ac18b,Arts,Musique,Procédé de composition musicale,,musique à huit choeurs,,,
551149bd-b549-4625-92c0-8b900f0c18c1,Arts,Musique,Procédé de composition musicale,,musique à quatre choeurs,,,
08c5432d-6d6b-438b-a125-204392cac41b,Arts,Musique,Procédé de composition musicale,,musique à trois choeurs,,,
bff1cf1e-7d2c-499c-b083-b05c34681eff,Arts,Musique,Procédé de composition musicale,contrepartie NB Regroupe « contrepartie » et « ajout d'une contrepartie »,,,,
6215290d-aeaf-43f6-aa93-e72b3199f6d5,Arts,Musique,Procédé de composition musicale,basse obstinée,,,,
4667640e-a7d2-4f12-bc0c-3337a062f8cb,Arts,Musique,Procédé de composition musicale,contrepoint,,,,
304babb0-b88a-4dec-a62a-6f8abb39025a,Arts,Musique,Procédé de composition musicale,musique dialoguée [redondance avec dialogue chanté],,,,
202b6a9e-7997-41dd-8ee7-df31911dfcbc,Arts,Musique,Procédé de composition musicale,écho,,,,
6184a540-515b-43b1-bb5a-b54c5bd912e7,Arts,Musique,Procédé de composition musicale,faux-bourdon,,,,
21e41be6-dba1-40f1-bca1-21833d6b2589,Arts,Musique,Procédé de composition musicale,progression harmonique,,,,
2f6b7acd-8027-403d-86af-73df4fffec32,Arts,Musique,Procédé de composition musicale,mise en air (remplace vers mis en musique),,,,
5e679104-e9f6-4052-9fd1-630a2e73f47a,Arts,Musique,Procédé de composition musicale,parodie musicale,,,,
7e81a2c9-5a53-4852-bace-daae347a1cb2,Arts,Musique,Procédé de composition musicale,composition sur timbre,,,,
6ed27902-838e-4b38-bda2-0e59a0c1ccab,Arts,Musique,Procédé de composition musicale,toccata EP toccade,,,,
35c778c7-58b9-4824-b751-9ba0bd362534,Arts,Musique,Procédé de composition musicale,transcription,,,,
abc667b9-36ef-4c70-aa37-0e32d5f494c2,Arts,Musique,Procédé de composition musicale,transcription,transcription instrumentale de musique vocale,,,
78ccdbc9-4f35-4e50-9ec6-a5bfb8aa8b97,Arts,Musique,Procédé de composition musicale,écriture en trio,,,,
1f9f8960-3aa5-46b8-a26e-278514f64042,Arts,Musique,types de musique,,,,,
dd73dc5b-7b04-413a-b765-0a969d0c10f3,Arts,Musique,types de musique,musique champêtre,,,,
49c68d38-a00a-4623-8e9b-4ad98f0bc8d6,Arts,Musique,types de musique,musique de cérémonie civile,,,,
cfcf41dc-103d-4a47-83ad-2a190227e9c5,Arts,Musique,types de musique,musique militaire NB Regroupe « musique militaire » et « musique de cérémonie militaire »,,,,
5cef75d3-75b5-497c-9235-277bd87af1f2,Arts,Musique,types de musique,musique militaire NB Regroupe « musique militaire » et « musique de cérémonie militaire »,chamade,,,
d1197e7f-14e5-46d7-ad58-c7a4d4d7d8f3,Arts,Musique,types de musique,musique militaire NB Regroupe « musique militaire » et « musique de cérémonie militaire »,fanfare,,,
fe7b4a42-57ac-43af-8fba-0c3e5503fec9,Arts,Musique,types de musique,musique de cérémonie religieuse,,,,
1171486a-0f59-47b2-894e-2a8e71fc7b50,Arts,Musique,types de musique,musique de plein air,,,,
ca2ad988-3f3e-4f59-b948-7d345385093a,Arts,Musique,types de musique,musique de réjouissance publique,,,,
2172c224-73f9-4c53-abac-3f017453d972,Arts,Musique,types de musique,musique de table,,,,
b262ee6a-7093-42d1-bca0-a1572d274c96,Arts,Musique,types de musique,musique de table,air de table [dupliqué de Genres musicaux/Air],,,
afe03205-fdf3-4d80-b49c-4d053a38ba52,Arts,Musique,types de musique,musique funèbre,,,,
2ca508c6-0b78-4a52-9630-1f861256c6e4,Arts,Musique,types de musique,musique funèbre,musique de cérémonie funèbre,,,
42799fca-9a5f-4836-93cd-fb74591e0a5e,Arts,Musique,types de musique,musique funèbre,musique de cérémonie funèbre,tocsin,,
5023ae8f-970b-446e-813b-4b04accc2b14,Arts,Musique,types de musique,musique funèbre,musique guerrière,,,
2741c640-0cee-4ac4-b0ab-24b7eaf5ec30,Arts,Musique,types de musique,musique funèbre,musique religieuse,,,
1757f4b4-ec9c-445c-b631-409375002a39,Arts,Musique,types de musique,musique funèbre,musiques étrangères,,,
ba152ae2-cab5-4a01-a79b-626196b97c9d,Arts,Musique,types de musique,musique funèbre,musiques étrangères,musique chinoise,,
e7896ed8-0803-4890-acb2-a3977c11ae3f,Arts,Musique,types de musique,musique funèbre,musiques étrangères,musique des nations,,
7f9d26e1-f6fc-4939-938b-41e5004a7aa3,Arts,Musique,types de musique,musique funèbre,musiques étrangères,musique du Siam,,
5e470218-d92f-4b45-83fb-cfee567c46c4,Arts,Musique,types de musique,musique funèbre,musiques étrangères,musique espagnole,,
9a830794-df34-4dde-8efd-8a43d23d272c,Arts,Musique,types de musique,musique funèbre,musiques étrangères,musique française,,
25dc2890-3c00-49b4-baa2-0b0709241eff,Arts,Musique,types de musique,musique funèbre,musiques étrangères,musique italienne,,
74c65344-6aff-4e7a-8430-55e733870874,Arts,Musique,types de musique,musique funèbre,musiques étrangères,musique moscovite,,
a0aa78ad-9be9-4803-919b-f1361cfebeda,Arts,Musique,types de musique,musique funèbre,musiques étrangères,musique syrienne,,
9c236174-0db2-4f25-9ee2-918d6e4f9bf6,Arts,Musique,théorie de la musique [dupliquer dans théorie artistique],,,,,
fb5ba80e-da49-48c9-befe-eadd500b9852,Arts,Musique,théorie de la musique [dupliquer dans théorie artistique],accord des instruments,,,,
7e46536c-8b23-4c22-9a42-4d289cd41485,Arts,Musique,théorie de la musique [dupliquer dans théorie artistique],consonance,,,,
a90f15de-7640-480c-b60f-9b5890a7100d,Arts,Musique,théorie de la musique [dupliquer dans théorie artistique],gamme musicale,,,,
1a40a774-887f-441f-bc82-a5ed4d54db3b,Arts,Musique,théorie de la musique [dupliquer dans théorie artistique],harmonie,,,,
9c2c909c-3ee4-4dbb-9980-d37611585628,Arts,Musique,théorie de la musique [dupliquer dans théorie artistique],intervalle,,,,
1ddc59ba-7dbf-4cac-a645-9dbf707a597c,Arts,Musique,théorie de la musique [dupliquer dans théorie artistique],modalité,,,,
c8388cc7-1407-4398-a9e1-3c8b5a4ce182,Arts,Musique,théorie de la musique [dupliquer dans théorie artistique],tons de la musique,,,,
65baeb7e-329d-4d92-8c55-0436ec776285,Arts,Musique,notation musicale,,,,,
a1caacc4-f9f9-4a67-944d-4c8ab84fa669,Arts,Musique,notation musicale,notation en chiffres NB Remplace « notation numérique »,,,,
9df50820-9343-4608-8590-847361a9a6eb,Arts,Musique,notation musicale,tablature,,,,
4806f648-5741-4d7c-8b4a-2883157f5b25,Arts,Peinture,,,,,,
b35788ff-4ad5-407d-a425-f1a00473a744,Arts,Peinture,présentation d'un tableau,,,,,
dcda9d7c-f58c-41d6-acab-91aff614f7ed,Arts,Rhétorique EP art oratoire,présentation d'un tableau,,,,,
ca09bf1f-1a38-49fc-b293-ba830cb5ad16,Arts,Rhétorique EP art oratoire,éloquence,,,,,
5b37ab3e-7e48-47bc-80fa-e67bd0b1aa36,Arts,discours NB Remplace « discours public »,éloquence,,,,,
9f994103-c11c-472e-9c3b-025621644f83,Arts,discours NB Remplace « discours public »,compliment,,,,,
4466a4ed-d092-4235-9629-a16bc2023274,Arts,discours NB Remplace « discours public »,harangue,,,,,
24edceae-6082-497f-b196-e7c9e35b3344,Arts,discours NB Remplace « discours public »,sermon EP prédication,,,,,
9b3cb030-5119-4a71-bad3-1e1ba98764f6,Arts,Sculpture,,,,,,
e208486b-e20a-4a5a-8236-b3bea05ce2f7,Arts,Sculpture,Numismatique [voir avec Louise],,,,,
e78a7adf-dacf-42b6-9adf-8018f1c1103f,Arts,Zoologie,,,,,,
eecc93ce-07c2-47d4-ad3d-697c8e925b1e,production et réception artistiques,auctorialité,,,,,,
9c13d599-ed82-441c-96c6-f9f11c076844,production et réception artistiques,création et interprétation,,,,,,
8668bfe9-18c1-4786-8bb4-87e895d0ff42,production et réception artistiques,création et interprétation,création d'oeuvre,,,,,
02749e49-c10d-4aa0-a3a6-e65b777809bb,production et réception artistiques,création et interprétation,création d'oeuvre,circonstances de composition supprimer et remplacer par 1 des entrées sous composition d’oeuvre après vérification des éventuelles indexations,,,,
b255fc52-72f7-44ec-8b15-23c38ee77734,production et réception artistiques,création et interprétation,création d'oeuvre,circonstances de composition supprimer et remplacer par 1 des entrées sous composition d’oeuvre après vérification des éventuelles indexations,collaboration librettiste-compositeur,,,
fc78c1c4-415c-4d12-8de5-12f53dcbf0fe,production et réception artistiques,création et interprétation,création d'oeuvre,circonstances de composition supprimer et remplacer par 1 des entrées sous composition d’oeuvre après vérification des éventuelles indexations,composition d'oeuvre dramatique,,,
19bd903a-6134-4ad8-8465-719d76640113,production et réception artistiques,création et interprétation,création d'oeuvre,circonstances de composition supprimer et remplacer par 1 des entrées sous composition d’oeuvre après vérification des éventuelles indexations,composition d'oeuvre musicale,,,
c00adea7-1522-4d98-83dc-adffbaa56665,production et réception artistiques,création et interprétation,création d'oeuvre,circonstances de composition supprimer et remplacer par 1 des entrées sous composition d’oeuvre après vérification des éventuelles indexations,gestation d'oeuvre,,,
dd9f0fe9-463d-48bb-a486-671ad87ead57,production et réception artistiques,création et interprétation,création d'oeuvre,circonstances de création,,,,
a2fdcf4f-50aa-4ab9-a7d0-cc53e804fd0f,production et réception artistiques,création et interprétation,création d'oeuvre,circonstances de création,répétition d'oeuvre,,,
564f2897-a5e4-4363-af2a-ea42c7d0739d,production et réception artistiques,création et interprétation,création d'oeuvre,représentation d'oeuvre,,,,
02cee817-4980-4855-9623-1a46096a233a,production et réception artistiques,création et interprétation,création d'oeuvre,représentation d'oeuvre,représentation privée,,,
dc184507-45cf-465a-919a-b9c0522965b4,production et réception artistiques,création et interprétation,création d'oeuvre,représentation d'oeuvre,représentation théâtrale,,,
15d2c929-618d-454c-9bb1-4efdff62e09e,production et réception artistiques,circulation et vie des œuvres,,,,,,
75f2c1bb-0da4-4ace-95ef-3fa5ef2630be,production et réception artistiques,circulation et vie des œuvres,circulation d’oeuvre,,,,,
6ed5b50a-5b7a-4a40-897f-5f03d0e669e3,production et réception artistiques,circulation et vie des œuvres,circulation d’oeuvre,carrière d’une œuvre musicale,,,,
270d96bf-74a1-4caf-b7e4-60b4e08d0d75,production et réception artistiques,circulation et vie des œuvres,circulation d’oeuvre,carrière d’une œuvre musicale,adaptabilité d’une œuvre musicale [fusionner avec remaniement ?],,,
c2c24f54-b2af-4d9f-b817-0fa615d497fa,production et réception artistiques,circulation et vie des œuvres,circulation d’oeuvre,,remaniement d'oeuvre musicale,,,
7a1a1919-77dc-48be-a576-3e4bd45b606a,production et réception artistiques,circulation et vie des œuvres,circulation d’oeuvre,,reprise d'oeuvre,,,
a7aea0f2-1fe3-4f16-9996-65872b5d43db,production et réception artistiques,circulation et vie des œuvres,circulation d’oeuvre,,révision d'oeuvre,,,
20de8e9c-fc5a-4adf-8f1b-ff1d2e27a11b,production et réception artistiques,circulation et vie des œuvres,circulation d’oeuvre,carrière d'une œuvre dramatique,,,,
064eb86c-dbde-48c6-b40e-f561fb13857c,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,,,
5f1df226-5c0f-4b0b-91db-545acddf89d4,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,interprétation dramatique,,,,
fb501deb-9ba2-4a20-ba7c-ec78d24192a9,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,interprétation musicale,,,,
150b49fa-08cd-4965-84ab-609511542ed1,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,ornementation,,,
e651e87c-31a2-4a07-9276-aeee518ba905,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,diminution,,
4a19b382-41ae-41da-a191-79ac9df202f4,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,,diminution vocale,
a75bfc20-1e1f-403b-b81e-8ad772ee8f10,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,tremblement,,
33f0d853-ef7a-4e42-916f-9e923f3697e7,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,interprétation instrumentale,,,
87ea44bc-eba1-4fb0-b133-436980a48580,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,interprétation vocale,,,
1660af88-f450-4721-8182-30aac29aced3,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,art du chant,,
787419dc-657e-433d-a07b-2be8fc64b2e7,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,diction,,
5f4c5d57-5c3b-4047-9c9f-b6ca5d169241,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,prosodie,,
afa0c1b5-3faa-43aa-9d7c-40f2f8b0a559,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,prononciation régionale,,
195cbf50-bd3b-4753-874f-0ad82cd174f2,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,interprète,,,,
e22037e3-2d8b-4ba3-a9b4-665f39d31fba,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,acteur,,,
b15b586f-a004-41f2-9755-6438c613f28b,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,basse vocale,,,
2ae3801e-03a3-4a1f-84dc-c3e9daec5456,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,chanteur,,,
17a8c27e-e745-45c0-aec2-67c9ec83662b,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,chanteur italien,,
b1e32de0-81e2-4a6f-b910-3f3cd9faa021,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,comédien,,,
bb209b19-5dfe-41d2-a109-3e07d7c54e40,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,danseur,,,
2ca072a7-8068-4650-a1f2-33569f504d93,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,,chinghis NA danseuses turques (1687.08),,
36e9360d-95b2-440d-850e-9611484bf109,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,harpiste,,,
27ce8b00-6527-469a-9f6a-5b987e586c0f,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,instrumentiste,,,
b6f4998e-edc6-4b02-ae56-d73ad67a259b,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,interprète princier,,,
34e66fc4-bd5e-48cb-ba5b-b5580b819b54,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,interprètes amateurs,,,
fa8bcc5f-0c5a-4412-8f14-435c0c3e6f68,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,musiciens italiens,,,
f872192e-0fcc-44fe-9a97-4da7465a1e71,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,ménétrier,,,
34a7dfb2-763d-4800-94f7-41785a8fde21,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,organiste,,,
d4068908-ba4c-4491-b0fe-3474d45a81a0,production et réception artistiques,circulation et vie des œuvres,interprétation artistique,,timbalier,,,
fe6420c1-ff91-4686-a90e-5796fcde3a4f,production et réception artistiques,réception des œuvres artistiques,interprétation artistique,,,,,
c22767f1-9b53-4011-a5e0-9c69ed2b5d85,production et réception artistiques,réception des œuvres artistiques,critique,,,,,
21cc4df8-2d2f-4614-a185-86c435042113,production et réception artistiques,réception des œuvres artistiques,critique,commentaire d’œuvre,,,,
7cbe74bc-73f7-4804-a29d-0eeb20276f24,production et réception artistiques,réception des œuvres artistiques,critique,,argument d’une œuvre,,,
7fbe4507-1ce6-4bbc-801b-e226f061664a,production et réception artistiques,réception des œuvres artistiques,critique,,commentaire de l’intrigue,,,
0a0414d9-e49b-472b-a5bc-3e149f447f12,production et réception artistiques,réception des œuvres artistiques,critique,,commentaire des paroles,,,
44beac78-b33b-41cb-9029-3a9b631b3a63,production et réception artistiques,réception des œuvres artistiques,critique,,,adéquation des paroles et de la musique,,
d64ca004-b16d-4ddc-9f63-ecca58c60085,production et réception artistiques,réception des œuvres artistiques,critique,,commentaire dramatique,,,
aff47b09-8775-45aa-abce-5467b36d011f,production et réception artistiques,réception des œuvres artistiques,critique,discours critique,,,,
82f59dc5-9170-45ca-a655-1153ef113f16,production et réception artistiques,réception des œuvres artistiques,critique,,critique musicale [plus général que commentaire d’une œuvre : cf. commentaires airs Bacilly],,,
828abaee-4b53-4160-8b1a-be4f76c234a5,production et réception artistiques,réception des œuvres artistiques,critique,,querelle [polémique] EP débat EP discussion EP dispute,,,
bcd863ba-15b1-4dc0-bedc-21863c4e3295,production et réception artistiques,réception des œuvres artistiques,critique,,,défense d'un auteur,,
d491764d-adea-4af2-95c4-4437e21406ab,production et réception artistiques,réception des œuvres artistiques,critique,,écrits critiques EP examens EP observations EP sentiments,,,
7a14ce07-32f8-4c50-85af-ebbe31e04bc5,production et réception artistiques,réception des œuvres artistiques,goût,,,,,
65992e8f-b049-484b-808d-2420112a397f,production et réception artistiques,réception des œuvres artistiques,goût,goût du public d'opéra,,,,
e51a1b6f-0ed3-4bcb-843c-b949f578c645,production et réception artistiques,réception des œuvres artistiques,goût,goût musical,,,,
317e0cac-4a2b-4675-95e4-4f07c00d19f3,production et réception artistiques,réception des œuvres artistiques,goût,goût pour la danse,,,,
8a301207-7f23-4c9e-a3a4-fbb208798b3b,production et réception artistiques,réception des œuvres artistiques,goût,goût royal,,,,
5cee7138-d7f4-4f15-97ef-ec4bf3a754bc,production et réception artistiques,réception des œuvres artistiques,goût,évolution du goût,,,,
8ce18922-26d7-47ac-89d5-5bd5be7faa3b,production et réception artistiques,réception des œuvres artistiques,public des spectacles,,,,,
07d50542-417b-44f2-a081-bcc0a4067806,production et réception artistiques,réception des œuvres artistiques,public des spectacles,public de l'opéra,,,,
5cb696ff-1e41-43db-adeb-fcc89522bad0,production et réception artistiques,réception des œuvres artistiques,public des spectacles,public de la comédie,,,,
ff222604-34f1-4df7-89ba-f8091d9cf94a,production et réception artistiques,réception des œuvres artistiques,réception d'une oeuvre,,,,,
468473ce-d5c5-49b0-b605-3651bea7a33d,production et réception artistiques,réception des œuvres artistiques,réception d'une oeuvre,réception d'une oeuvre littéraire,,,,
c8864501-409f-456d-86d6-140da44a5fe2,production et réception artistiques,réception des œuvres artistiques,réception d'une oeuvre,réception d'une oeuvre dramatique,,,,
99696cd8-ac2f-422c-b893-ac0f7f697a89,production et réception artistiques,réception des œuvres artistiques,réception d'une oeuvre,réception d'une oeuvre musicale,,,,
e6ff5fb2-2199-4abf-8f8d-51440804bcae,production et réception artistiques,effets des arts,réception d'une oeuvre,,,,,
f2992ad5-e6fd-4b53-95b1-dda9cbb7312a,production et réception artistiques,effets des arts,effets de la musique,,,,,
8354cb08-0392-45dd-9183-268da2eb82b3,production et réception artistiques,effets des arts,effets de la danse,,,,,
d8dc7ca7-ab76-44b4-b319-b3d8ef0a6b49,production et réception artistiques,effets des arts,effets du théâtre,,,,,
ce6d4695-0873-4999-9ea8-94df8fd18344,production et réception artistiques,effets des arts,effets des fictions,,,,,
b634a37f-438c-449e-b52b-3d3679936e49,production et réception artistiques,effets des arts,effets de la poésie,,,,,
2fcce918-eb79-4d53-adb3-7131c286e9fe,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],,,,,
ad833a95-592e-47b3-adf0-fefd0b26d1dc,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],histoire de la danse,,,,
ab2e9f57-1a35-48de-b63e-19610a879a5d,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],,origine de la danse,,,
c5259ec1-f78b-4713-b621-a7ecf4e612f4,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],histoire de la musique,,,,
626475c0-40ab-46ac-a710-545998e3cc4b,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],,origine de la musique,,,
e72ec845-2c8e-477f-8cee-d74e407eb9fc,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],,origine des instruments de musique [dupliqué dans « Histoire » et Théorie de la musique »],,,
d96ad732-ed72-4a87-a733-5f4f401375a1,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],,,origine des cloches [je le mettrais plutôt à cloche + origine de la musique],,
96195b43-0799-476f-b1f6-86be23a132a1,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],,,origine du plain-chant,,
a49a72da-8208-4879-b3ab-a871f5415b72,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],histoire du théâtre,,,,
e9fc0715-3645-4fa9-8594-fcd6b83ae56e,production et réception artistiques,effets des arts,histoire artistique [dupliqué de « Histoire »],réforme de la comédie,,,,
c73188aa-a513-49b2-9d20-dac249a93e9a,production et réception artistiques,effets des arts,poétique des arts de la scène,,,,,
c1c1e4cc-c3c4-4a91-af90-cc1fc9bc67d8,production et réception artistiques,effets des arts,poétique des arts de la scène,merveilleux,,,,
9d71bf91-d8a3-4c74-aded-1f108895cb97,production et réception artistiques,effets des arts,poétique des arts de la scène,poétique de l'opéra,,,,
23428900-add5-4359-b66e-daf5baf02210,production et réception artistiques,effets des arts,poétique des arts de la scène,vraisemblance,,,,
